Title,Content
Single-particle analysis for structure and iron chemistry of atmospheric particulate matter,"As a representative transition metal, iron plays a key role in chemical activities of atmospheric particulate matter (PM), being involved in particle-related free radical generation and adverse health effects. However, limited understanding of the structure and properties of individual micrometer-sized particulates obscures investigating the contributions of iron toward chemical activities. Here, we describe multidimensional analytical strategies to characterize the mass, spatial distribution, and chemical forms of iron in single haze particles using synchrotron radiation techniques. We first used X-ray fluorescence imaging to quantify the masses of multiple metals and yielded distribution maps of transition metals, which revealed the types of elements that tend to occur together. Additionally, we employed nanocomputed tomography to assess the spatial distribution of iron and observed that iron exists as small aggregates and is concentrated primarily in subsurface regions. We also combined X-ray absorption near structures with scanning transmission X-ray microscopy to quantify the ferrous and ferric forms and mapped their distributions in individual particles, which probably attribute chemical activity of iron. In conclusion, we demonstrated the power of synchrotron radiation-based techniques to study heretofore inaccessible chemical information in single haze particles, which may provide important clues about iron chemistry as a source of Fenton reactions and health effects. The multifaceted analytical approaches exhibit high sensitivity (subfemtogram per particle or ∼0.2 fg/μm2) toward multiple elements and are promising to be used for studying other concepts such as the solubility of aerosol iron, the heterogeneous oxidation of organic matters and SO2, and the formation and the aging of haze particles."
Metabonomic Investigation of Biological Effects of a New Vessel Target Protein tTF-pHLIP in a Mouse Model,"In recent years, tumor microenvironment (TME) has been recognized as potential targets for tumor treatment and the tumor vascular system is one of such targets. Fusing truncated tissue factor (tTF) with pH low insertion peptides (pHLIP), tTF-pHLIP, can target tumor vessels owing to its acidic TME and cause tumor vessel occlusion by blood clotting and subsequently effectively inhibit tumor growth. To evaluate its bioeffects, we exposed the tTF-pHLIP to normal mice and mice xenograft with B16F10 tumor and analyzed the metabolic profiling of various tissues and biofluids including plasma and urine from mice treated with and without tTF-pHLIP. A combination of nuclear magnetic resonance (NMR) and gas chromatography-mass spectrometry and ultra-high-performance liquid chromatography-mass spectrometry was employed in the study. We found that tTF-pHLIP treatment can effectively reduce tumor size and concurrently ameliorate tumor-induced alterations in the TCA cycle metabolism and lipid metabolism. In addition, we found that toxicity of tTF-pHLIP to normal mice is minor and exposure of the tTF-pHLIP induced oxidative stress to the system. Hence, we concluded that tTF-pHLIP is of low toxicity and effective in reducing tumor size as well as rebalancing tumor-induced metabolic derailment."
Multi-walled carbon nanotubes activate and shift polarization of pulmonary macrophages and dendritic cells in an in vivo model of chronic obstructive lung disease,"With substantial progress of nanotechnology, there is rising concern about possible adverse health effects related to inhalation of nanomaterials, such as multi-walled carbon nanotubes (MWCNT). In particular, individuals with chronic respiratory disorders, such as chronic obstructive pulmonary disease (COPD), may potentially be more susceptible to adverse health effects related to inhaled MWCNT. Hazard assessment of such inhaled nanomaterials therefore requires timely clarification. This was assessed in this study using a mouse model of COPD by exposing animals to 0.08 µg/cm2 of MWCNT administered by intratracheal instillation. Treatment with MWCNT induced an accumulation of alveolar macrophages (AMφ) in bronchoalveolar lavage fluid (BALF) in COPD mice that increased from 24 h to 7 d. In COPD mice, MWCNT induced a dynamic shift in macrophage polarization as measured by expression of CD38 and CD206, and increased AMφ and lung parenchyma macrophage (LPMΦ) activation with upregulation of co-stimulatory markers CD40 and CD80. Moreover, MWCNT treatment increased the frequencies of pulmonary dendritic cells (DC), leading to an expansion of the CD11b+CD103− DC subset. Although MWCNT did not trigger lung functional or structural changes, they induced an increased expression of the muc5AC transcript in mice with COPD. Our data provide initial evidence that inhaled MWCNT affect the pulmonary mucosal immune system by altering the numbers, phenotype, and activation status of antigen-presenting cell populations. Extrapolating these in vivo mouse findings to human pulmonary MWCNT exposure, caution is warranted in limiting exposure when handling inhalable nanofibers."
Toxicological assessment of nanoparticle interactions with the pulmonary system,"Nanoparticle(NP)-based materials have breakthrough applications in many fields of life, such as in engineering, communications and textiles industries; food and bioenvironmental applications; medicines and cosmetics, etc. Biomedical applications of NPs are very active areas of research with successful translation to pharmaceutical and clinical uses overcoming both pharmaceutical and clinical challenges. Although the attractiveness and enhanced applications of these NPs stem from their exceptional properties at the nanoscale size, i.e. 1–1000 nm, they exhibit completely different physicochemical profiles and, subsequently, toxicological profiles from their parent bulk materials. Hence, the clinical evaluation and toxicological assessment of NPs interactions within biological systems are continuously evolving to ensure their safety at the nanoscale. The pulmonary system is one of the primary routes of exposure to airborne NPs either intentionally, via aerosolized nanomedicines targeting pulmonary pathologies such as cancer or asthma, or unintentionally, via natural NPs and anthropogenic (man-made) NPs. This review presents the state-of-the-art, contemporary challenges, and knowledge gaps in the toxicological assessment of NPs interactions with the pulmonary system. It highlights the main mechanisms of NP toxicity, factors influencing their toxicity, the different toxicological assessment methods and their drawbacks, and the recent NP regulatory guidelines based on literature collected from the research pool of NPs interactions with lung cell lines, in vivo inhalation studies, and clinical trials."
In vitro evaluation of magnetite nanoparticles in human mesenchymal stem cells: comparison of different cytotoxicity assays,"This work was aimed at defining the suitable test for evaluating Fe3O4 NPs cytotoxicity after short-term exposure in human mesenchymal stem cells (hMSCs) using different viability tests, namely NRU, MTT and TB assays, paralleled by cell morphology analyses for cross checking. MTT and NRU data (culture medium with/without hMSCs plus Fe3O4NPs) indicated artificial/false increments in cell viability after Fe3O4NPs. These observations did not fit with the morphological analyses showing reduced cell density, loss of monolayer features, and morphological alterations at Fe3O4NPs ≥50 μg/ml. Fe3O4NPs alone induced a substantial increased absorbance at the wavelength required for MTT and NRU. A significant death (25%) of hMSC at Fe3O4NPs ≥10 μg/ml, with a maximum effect (45%) at 300 μg/ml after 24 h, exacerbated after 48 h, was observed when applying TB test. These results paralleled the effects on cell morphology. The optical properties and stability of Fe3O4NP suspension (tendency to agglomerate in a specific culture medium) represent factors that limit in vitro result interpretation. These findings suggest the non applicability of the spectrophotometric assays for hMSC culture conditions, while TB is an accurate method for determining cell viability after Fe3O4NP exposure in this model. In relation to NPs safety assessment: cell-based assays must be considered on case-by-case basis; selection of relevant cell models is also important for predictive toxicological studies; application of a testing strategy is fundamental for understanding the toxicity pathways driving cellular responses."
Develpment of innovative biocidal nanoparticles for use in plastics technology,"Increased demands on high-end materials focus the development on new functionalities such as biocidal effects, which are made possible by property changes in the nanoscale range of existing materials or by a combination of different material classes. Therefore, nanoparticles based on transition metal oxides have been synthesized in order to reach biocidal properties on plastic part surfaces. The influence of the nanoparticles on the thermal and mechanical properties has been characterized as well as the biocidal properties of the plastic part surfaces and of the nanoparticles itself."
Advanced Nanomaterials in the Clinical Scenario: Virtues and Consequences,"Nanotechnology is the recently developed scientific discipline that copes with the application of nanoscience with the engineering of functional systems at the molecular extent. In the past era, the nanomaterials, “the basic units of nanotechnology,” were considered as the passive nanoscale particle structures or materials designed to perform only one task. Currently, nanotechnology is considered a broad and interdisciplinary area of advanced scientific research, which has a high impact on different fields of science, including biomedical research. Throughout the years of research, these nanomaterials are transformed into advanced nanomaterials or multifunctional nanoparticles (in medicine) which have different properties enabling those as multitasking nanoscale materials. For example, in the current scenario, the technologies developed for advanced nanomaterials are considered to have the potential for transfiguring how biomaterials are synthesized, functionalized, and utilized in different biomedical and medical applications such as actuators, drug delivery biomaterials, and biosensors. Even though these advanced nanomaterials are already having a significant commercial impact in the biomedical field, which is increasing day by day, it has its pros and cons, taking into account different issues or ideas which are discussed in this chapter in detail."
Expanding the eNanoMapper ontology,
"Comparation of Anti-Inflammatory and Antioxidantactivities of Curcumin, Tetrahydrocurcuminand Octahydrocurcuminin LPS-Stimulated RAW264.7 Macrophages","Curcumin (CUR) possesses pronounced anti-inflammatory and antioxidant activities. Generally, the clinical application of CUR is restricted due to its apparent unstability and poor absorption, and the biological activities of CUR may be closely associated with its metabolites. Tetrahydrocurcumin (THC) and octahydrocurcumin (OHC) are two major hydrogenated metabolites of CUR with appreciable biological potentials. Here, we comparatively explored the anti-inflammatory and antioxidant activities of CUR, THC, and OHC in lipopolysaccharide- (LPS-) induced RAW264.7 macrophages. The results revealed that CUR, THC, and OHC dose-dependently inhibited the generation of NO and MCP-1 as well as the gene expression of MCP-1 and iNOS. Additionally, CUR, THC, and OHC significantly inhibited NF-B activation and p38MAPK and ERK phosphorylation, while substantially upregulated the Nrf2 target gene expression (HO-1, NQO-1, GCLC, and GCLM). Nevertheless, zinc protoporphyrin (ZnPP), a typical HO-1 inhibitor, significantly reversed the alleviative effect of CUR, THC, and OHC on LPS-stimulated ROS generation. These results demonstrated that CUR, THC, and OHC exerted beneficial effect on LPS-stimulated inflammatory and oxidative responses, at least partially, through inhibiting the NF-B and MAPKs pathways and activating Nrf2-regulated antioxidant gene expression. Particularly, THC and OHC might exert superior antioxidant and anti-inflammatory activities to CUR in LPS-stimulated RAW264.7 cells, which can be further explored to be a promising novel effective agent for inflammatory treatment."
Investigating the relationship between occupational exposure to nanomaterials and symptoms of nanotechnology companies' employees,"Purpose: The increasing use of nanomaterials in academic and industrial environments has raised concerns about the potential effects of these materials on human and the environment. Researches have shown that occupational exposure to nanomaterials can affect employees' health. Many companies are active in the field of nanotechnology in Iran. Therefore, this study was designed and conducted to investigate the relationship between the symptoms of these companies' employees and exposure to nanomaterials. Methods: The study was conducted among employees of 52 nanotechnology companies in Tehran. For this study, the employees of these companies were categorized in two groups: ""exposed"" and ""non-exposed"" to nanomaterials. Data collection tools included the NanoTool method form and a nonspecific symptom questionnaire designed and validated by a team of 19 experts in various fields. Finally, data were analyzed using SPSS.22 software. Results: The results showed that the frequency of cutaneous (such as roughness, itching and redness), respiratory (such as cough, sneezing, and burning throat) and ocular (such as burning, itching and redness) symptoms were higher among the exposed workers to nanomaterials. Examination of the correlation between these symptoms in the two studied groups showed that symptoms with high frequency have a significant relationship with exposure to nanomaterials. Conclusions: Given the high prevalence of some symptoms among the employees of the studied companies and their association with exposure to nanomaterials, it seems necessary to take control measures to reduce the exposure of employees to nanomaterials and consequently reduce the Investigated symptoms."
Secure application of graphene in medicine,"The unique physical properties considered of graphene to be especially perspective for photothermal therapy complex, drug address delivery to the target organs, and some other fields. Objective: The objective of our study was to explore the possible graphene impact on microorganism growth as well as on laboratory animal overall condition. Materials and technique: The experiments applied samples of graphene three concentrations and two 15 × 15 mm quartz glasses one of which carrying deposited graphene lattice. We have also used 5% blood agar, thioglycollate broth, bacterial suspensions of standard turbidity containing pure clinical isolate of microorganisms. Three white male 6-month-old laboratory rats were used to estimate the graphene impact on the overall animal condition. Results: Graphene did not contain any microorganisms, does not destroy erythrocytes placed within the artificial nutritional medium, graphene lattice did not add any properties to the quartz glasses which could allow the Proteus spread all over its surface. It was also established that graphene did not show any native antibacterial impact. No significant reaction was noticed in animals after graphene administration to laboratory rats neither at the injection spot nor at the overall level. Conclusion: Our data confirm the applicability of graphene both in scientific and practical biomedical purposes."
Oxidative stress induced by occupational exposure to nanomaterials: A systematic review,"The rapid growth of nanotechnology has increased the occupational exposure to nano-materials. On the other hand, a growing body of evidence considers exposure to these materials to be hazardous. Therefore, it is necessary to examine the effects of occupational exposure to these materials by different methods. Biological monitoring, especially the investigation of oxidative stress induced by exposure to nanomaterials, can provide useful information for researchers. This study systematically reviews studies that have investigated oxidative stress caused by occupational exposure to nanomaterials. The search was conducted on the PubMed, Scopus and Web of Science databases. Of the 266 studies we obtained in our initial search, eventually 11 were included in our study. There is currently no specific biomarker for investigating oxidative stress induced by exposure to nanomaterials. Therefore, the reviewed studies have used different biomarkers in different biological fluids for this purpose. Also, the methods of assessing occupational exposure to nanoma-terials in the investigated studies were very diverse. Given the approach of the investigated studies to biomarkers and exposure assessment methods, finding a specific biomarker for investigating exposure to nanomaterials seems unattainable. But reaching a group of biomarkers, to assess exposure to nanomaterials seems more applicable and achievable."
BIOLOGICAL EFFECTS OF NANOPARTICLES (NPs) WITH SPECIAL REFERENCE TO ZnO NPs AND EARTHWORM,"Nanotechnology has tremendous potential to improve many sectors of science and technology such as industries, physical, chemical and biological engineering, consumer products, medical, environmental and agricultural sciences and so on. Due to specific physicochemical properties, nanoparticles behave differently from bulk materials. The extremely small size of nanoparticle enhances surface area-to-volume ratio making it highly reactive. Such unique and advantageous properties of NPs increase their applications in various fields. Huge amount of NPs is produced annually world-wide. The immense and diversified uses impose potential danger on environment and organisms. Toxicological studies of nanoparticles have opened a new branch of science i.e. nanotoxicology. There are three routes of entry of nanoparticles inside the body viz. inhalation, skin and gastrointestinal tract. Since the earthworm is a megadrile resource of pedoecosystem and occupies an important tropic level, many studies have focussed on this below-ground organism. Earthworms respire through skin and ingest soil so NPs enter through skin and/or gastrointestinal tract. Nanoparticle toxicity depends on particle size, shape, quality, coating, chemical properties and concentration of NPs as well as nature of encountering organisms. Nanoparticles have negative impact on survival, growth, development, reproduction and biochemical machinery of animals including earthworms. Literatures revealed that the behaviour, survival, biomass and fecundity of earthworm are greatly affected by nanoparticle exposure. NPs penetrate the cell and its organelles and disrupt cellular metabolism which eventually lead to cell death. In addition, NPs may break DNA helices, disrupt gene expression and impair mitochondrial functions. They generate reactive oxygen species in cells and cause oxidative stress. It embarks the need to ameliorate toxicological effects of nanoparticles through antioxidant-rich food, which can inhibit the process of oxidation and prevent formation of free radicals. In the present scenario, wide and indiscriminate use of nanoparticles should be avoided or minimized as far as possible to protect the health of animal world."
Effectiveness of nanoscale delivery systems on improving the bioavailability of lutein in rodent models: a systematic review,"Lutein, a potent antioxidant and the main macular pigment that protects the macula from light-initiated oxidative damage, has low bioavailability. Various nanoscale delivery systems have been developed for improving its bioavailability. This systematic review aims to evaluate the effectiveness of nanoscale delivery systems on improving lutein bioavailability in rodent models. Using EBSCOhost and PubMed, a total of eleven peer-reviewed articles published from 2000 to 2020 were identified. Plasma lutein concentration, pharmacokinetic parameters, including maximum concentration (Cmax), area under curve (AUC), and time to reach the maximum concentration (Tmax), and lutein accumulation in organs were extracted to evaluate the bioavailability of lutein using nanoscale delivery methods as compared with unencapsulated or raw lutein. Various nanoscale delivery systems, including polymer nanoparticles, emulsions, and lutein nanoparticles, significantly improved the bioavailability of lutein, as evidenced by increased plasma lutein concentrations, Cmax, or AUC. Additionally, five out of seven studies observed enhanced accumulation of lutein in the liver and the eyes. Polymer nanoparticles and emulsions improve the dispersibility and stability of lutein, thus lutein might be more accessible in the small intestine. Lutein nanoparticles shortened the Tmax. Further studies are warranted to evaluate the effectiveness of nanoscale delivery systems on improving the functionalities of lutein."
"A quadrennial review of the national nanotechnology initiative: Nanoscience, applications, and commercialization","Global advances in medicine, food, water, energy, microelectronics, communications, defense, and other important sectors of the economy are increasingly driven by discoveries in nanoscience and the development of nanotechnologies. Engaging the nanoscience and technology community in the crafting of national priorities, developing novel approaches for translating fundamental discovery to a technology readiness level appropriate for venture/industry funding, increasing domestic student interest in nanoscience to expand the workforce pipeline, and exploring new ways of coordinating the work of the National Nanotechnology Initiative (NNI) are all imperatives if the United States is to fully reap the societal benefits of nanotechnology."
1d and 2d nanomaterials-based electronics for neural interfaces,"Neural interfaces have contributed significantly to our understanding of brain functions as well as the development of neural prosthetics. An ideal neural interface should create a seamless and reliable link between the nervous system and external electronics for long periods of time. Implantable electronics that are capable of recording and stimulating neuronal activities have been widely applied for the study of neural circuits or the treatment of neurodegenerative diseases. However, the relatively large cross-sectional footprints of conventional electronics can cause acute tissue damage during implantation. In addition, the mechanical mismatch between conventional rigid electronics and soft brain tissue has been shown to induce chronic tissue inflammatory responses, leading to signal degradation during long-term studies. Thus, it is essential to develop new strategies to overcome these existing challenges and construct more stable neural interfaces. Owing to their unique physical and chemical properties, one-dimensional (1D) and two-dimensional (2D) nanomaterials constitute promising candidates for next-generation neural interfaces. In particular, novel electronics based on 1D and 2D nanomaterials, including carbon nanotubes (CNTs), silicon nanowires (SiNWs), and graphene (GR), have been demonstrated for neural interfaces with improved performance. This review discusses recent developments in neural interfaces enabled by 1D and 2D nanomaterials and their electronics. The ability of CNTs to promote neuronal growth and electrical activity has been proven, demonstrating the feasibility of using CNTs as conducting layers or as modifying layers for electronics. Owing to their good mechanical, electrical and biological properties, CNTs-based electronics have been demonstrated for neural recording and stimulation, neurotransmitter detection, and controlled drug release. Different from CNTs-based electronics, SiNWs-based field effect transistors (FETs) and microelectrode arrays have been successfully demonstrated for intracellular recording of action potentials through penetration into neural cells. Significantly, SiNWs FETs can detect neural activity at the level of individual axons and dendrites with a high signal-to-noise ratio. Their ability to record multiplexed intracellular signals renders SiNWs-based electronics superior to traditional intracellular recording techniques such as patch-clamp recording. Besides, SiNWs have been explored for optically controlled nongenetic neuromodulation due to their tunable electrical and optical properties. As the star of the 2D nanomaterials family, GR has been applied as biomimetic substrates for neural regeneration. Transparent GR-based electronics combining electrophysiological measurements, optogenetics, two-photon microscopy with multicellular calcium imaging have been applied for the construction of multimodal neural interfaces. Finally, we provide an overview of the challenges and future perspectives of nanomaterial-based neural interfaces."
BECN2 (beclin 2)-mediated non-canonical autophagy in innate immune signaling and tumor development,"BECN2 (beclin 2) is a newly identified mammalian-specific macroautophagy/autophagy family member, and plays a critical role in the control of obesity and insulin sensitivity. However, its role in innate immune signaling and inflammation remains elusive. In our recent study, we show that BECN2 functions as a negative regulator in innate immune signaling and tumor development through non-canonical autophagy. Loss of Becn2 causes splenomegaly, lymphadenopathy, elevated proinflammatory cytokine production and spontaneous lymphoma development in mice. Mechanistically, BECN2 mediates the degradation of MAP3K7/TAK1 and MAP3K3/MEKK3 through an ATG9A- and ULK1-dependent but ATG16L1-BECN1-MAP1LC3B/LC3B-independent autophagy pathway to control systemic inflammation. BECN2 interacts with MAP3K7 and MAP3K3 through the engagement of ATG9A+ vesicles upon ULK1 activation, and promotes the fusion of MAP3K3- or MAP3K7-associated ATG9A+ vesicles with phagophores for subsequent degradation. Our findings have identified a previously unrecognized role of BECN2 in innate immune signaling and tumor development through non-canonical autophagy, thus providing a potential target for inflammatory disease and cancer therapy."
Nanotechnology: Occupational health hazards of nanoparticles and legalization challenges,"Recently there has been much interest in applying nanotechnological developments to enhance human life standards with different features. Besides the inevitable advantages of nanotechnology, nanotoxicology studies have also revealed the serious hazardous effects of nanoproducts on human/animal health and the environment. In commercializing and legalizing processes of nanotechnology, it is important to take into account the toxicity aspects and ethical issues of this technology on the human and environmental safety. Occupational and consumer safety can be in danger if nanomaterials enter the human body through inhalation into the lung, dermal absorbency, digestive tract and transfer to the other organs. Life-cycle assessment (LCA) and risk assessment (RA) are two efficacious tools to evaluate the environmental effects accompanying nanoproducts. The LCA method incorporates the effect of different stages of nanomaterials production. RA denotes the overall process and procedures of analyzing and assessing the risk associated with the nanosubjects and identification of proper routes to remove them or risk control. In this chapter, we survey the hazard and toxicology of nanoparticles, occupational exposure issues, instruments and methods for the detection of nanoparticles, control methods, and available federal regulatory compliance."
Why do newly industrialized economies deter to adopt responsible research and innovation?: the case of emerging technologies in Korea,"Technologically advanced countries have recently highlighted the responsible research and innovation (RRI) approach, which aims to increase the positive effects of innovations by intervening in the early stages of technological development. It is necessary to prepare for unexpected impacts that might occur as emerging technologies continue to develop. Korea has a newly industrialized economy; therefore, it is important to examine potential RRI implementation in Korea, as RRI remains a controversial topic. Korea also lacks policy experience regarding key RRI elements, which may present barriers to future RRI implementation. This study attempts to advance RRI in Korea by using the analytical hierarchy process approach to identify and prioritize the expected RRI barriers to autonomous vehicles and biotechnology. The results indicate that economic and policy/politics barriers are the most important. Specifically, the increased innovation costs and lack of economic incentives are the most significant barriers facing RRI."
Cheminformatics toolboxes and workflows within knime analytics,
"Health and safety concerns related to CNT and graphene products, and related composites","The use of Carbon Nanotubes (CNT) and Graphene increased in the last decade and it is likely to keep increasing in the near future. The attractiveness of their properties, particularly the possibility to enhance the composites performance using a tailor made methodology, brings new materials, processes and products for highly demanding industrial applications and to the market. However, there are quite a lot of health/safety issues, as well as lack of understanding and standards to evaluate their effects. This paper starts with a general description of materials, processes and products dealing with CNT and graphene. Then, an overview of concerns related to the health and safety when handling, researching, producing and using products that include these materials is presented. It follows a risk management approach with respect to simulation and evaluation tools, and considering the consensual limits already existing for research, industry and consumers. A general discussion integrating the relevant aspects of health and safety with respect to CNT and graphene is also presented. A proactive view is presented with the intention to contribute with some guidelines on installation, maintenance, evaluation, personal protection equipment (PPE) and personnel training to deal with these carbon-based nanomaterials in research, manufacture, and use with composite materials."
Recent progresses in organic-inorganic nano technological platforms for cancer therapeutics,"Nanotechnology offers promising tools in interdisciplinary research areas and getting an upsurge of interest in cancer therapeutics. Organic nanomaterials and inorganic nanomaterials bring revolutionary advancement in cancer eradication process. Oncology is achieving new heights under nano technological platform by expediting chemotherapy, radiotherapy, photo thermodynamic ther-apy, bio imaging and gene therapy. Various nanovectors have been developed for targeted therapy which acts as “Nano-bullets” for tumour cells selectively. Recently combinational therapies are catching more attention due to their enhanced effect leading towards the use of combined organic-inorganic nano platforms. The current review covers organic, inorganic and their hybrid nanomate-rials for various therapeutic action. The technological aspect of this review emphasizes on the use of inorganic-organic hybrids and combinational therapies for better results and also explores the future opportunities in this field."
Immunotoxicity Testing – In Vitro Cell Culture Models,"The understanding of how nanomaterials interact with cells, tissues, and organs is important to realize their potential for biomedical applications and for hazard assessment of occupational exposure. Depending on the nanomaterial characteristics, they can trigger various components of the immune system, that is, innate and adaptive immune systems, thereby either activating or suppressing immune system functions. In this chapter, we highlight the currently established immune cell models and readouts to address the possible effects of nanomaterials. In addition to the conventional 2D cultures, the design and use of more complex 3D models is emphasized."
Enalos suite of tools: Enhance cheminformatics and nanoinformat-ics through knime,"Drug discovery as well as (nano)material design projects demand the in silico analysis of large datasets of compounds with their corresponding properties/activities, as well as the retrieval and virtual screening of more structures in an effort to identify new potent hits. This is a demanding procedure for which various tools must be combined with different input and output formats. To automate the data analysis required we have developed the necessary tools to facilitate a variety of important tasks to construct workflows that will simplify the handling, processing and modeling of cheminformatics data and will provide time and cost efficient solutions, reproducible and easier to maintain. We therefore develop and present a toolbox of >25 processing modules, Enalos+ nodes, that provide very useful operations within KNIME platform for users interested in the nanoinformatics and cheminformatics analysis of chemical and biological data. With a user-friendly interface, Enalos+ Nodes provide a broad range of important functionalities including data mining and retrieval from large available databases and tools for robust and predictive model development and validation. Enalos+ Nodes are available through KNIME as add-ins and offer valuable tools for extracting useful information and analyzing experimental and virtual screening results in a chem-or nano-informat-ics framework. On top of that, in an effort to: (i) allow big data analysis through Enalos+ KNIME nodes, (ii) accelerate time demanding computations performed within Enalos+ KNIME nodes and (ii) propose new time and cost efficient nodes integrated within Enalos+ toolbox we have investigated and verified the advantage of GPU calculations within the Enalos+ nodes. Demonstration data sets, tutorial and educational videos allow the user to eas-ily apprehend the functions of the nodes that can be applied for in silico analysis of data."
From Nano-Communications to Body Area Networks: A Perspective on Truly Personal Communications,"This article presents an overview of future truly personal communications, ranging from networking inside the human body to the exchange of data with external wireless devices in the surrounding environment. At the nano- and micro-scales, communications can be realized with the aid of molecular mechanisms, Förster resonance energy transfer phenomenon, electromagnetic or ultrasound waves. At a larger scale, in the domain of Body Area Networks, a wide range of communication mechanisms is available, including smart-textiles, inductive- and body-couplings, ultrasounds, optical and wireless radio transmissions, a number of mature technologies existing already. The main goal of this article is to identify the potential mechanisms that can be exploited to provide interfaces in between nano- and micro-scale systems and Body Area Networks. These interfaces have to bridge the existing gap between the two worlds, in order to allow for truly personal communication systems to become a reality. The extraordinary applications of such systems are also discussed, as they are strong drivers of the research in this area."
Metal-organic framework (Mof)-based drug delivery,"Background: Developing a controllable drug delivery system is imperative and important to reduce side effects and enhance the therapeutic efficacy of drugs. Metal-organic frameworks (MOFs)-an emerging class of hybrid porous materials built from metal ions or clusters bridged by organic linkers-have attracted increasing attention in the recent years owing to the unique physical structures possessed, and the potential for vast applications. The superior properties of MOFs, such as well-defined pore aperture, tailorable composition and structure, tunable size, versatile functionality, high agent loading, and improved biocompatibility, have made them promising candidates as drug delivery hosts. MOFs for drug delivery is of great interest and many very promising results have been found, indicating that these porous solids exhibit several advantages over existing systems. Objective: This review highlights the latest advances in the synthesis, functionalization, and applications of MOFs in drug delivery, and has classified them using drug loading strategies. Finally, challenges and future perspectives in this research area are also outlined."
Bacteria responsive polyoxometalates nanocluster strategy to regulate biofilm microenvironments for enhanced synergetic antibiofilm activity and wound healing,"Backgroud: Nowadays, biofilms that are generated as a result of antibiotic abuse cause serious threats to global public health. Such films are the primary factor that contributes to the failure of antimicrobial treatment. This is due to the fact that the films prevent antibiotic infiltration, escape from innate immune attacks by phagocytes and consequently generate bacterial resistance. Therefore, exploiting novel antibacterial agents or strategies is extremely urgent. Methods: Herein, we report a rational construction of a novel biofilm microenvironment (BME)-responsive antibacterial platform that is based on tungsten (W)-polyoxometalate clusters (POMs) to achieve efficient bactericidal effects. Results: On one hand, the acidity and reducibility of a BME could lead to the self-assembly of POMs to produce large aggregates, which favor biofilm accumulation and enhance photothermal conversion under near-infrared (NIR) light irradiation. On the other hand, reduced POM aggregates with BME-induced photothermal-enhanced efficiency also exhibit surprisingly high peroxidase-like activity in the catalysis of bacterial endogenous hydrogen peroxide (H2O2) to produce abundant reactive oxygen species (ROS). This enhances biofilm elimination and favors antibacterial effects. Most importantly, reduced POMs exhibit the optimal peroxidase-like activity in an acidic BME. Conclusion: Therefore, in addition to providing a prospective antibacterial agent, intelligent acid/reductive dual-responsive POMs will establish a new representative paradigm for the areas of healthcare with minimal side effects."
Recent advances in Co<inf>3</inf>O<inf>4</inf>as anode materials for high-performance lithium-ion batteries,"Lithium ion batteries (LIBs) have been widely applied as energy storage devices for large-scale electrical vehicle markets. Designing and ameliorating new or existing anodes are in high demand to meet the requirements of the next generation LIBs with higher energy/power densities, more excellent rate capability and longer cycling performance. Co3O4-based materials have drawn great attention as potential alternatives to the current graphite anodes due to the high capacity, abundant reserves of resource, moderate price, and simple preparation process. However, their inherent shortcoming of low conductivity and huge volume changes limit the practical applications. Different approaches have been applied to overcome these drawbacks. Herein, we summarize the recent developments in high-performance Co3O4anode materials from their architectures, including 0D nanostructures (nanospheres, nanocrystals, nanoparticles, nanocages and nanocubes), 1D nanostructures (nanowires, nanofibers, nanorods and nanotubes), 2D nanostructures (nanosheets, nanofoils, nanoflakes and nanofilms), and 3D structures (microsized cages, hollow structures, mesoporous structure, flower-like structure). We expect that this review will shed light on the structure-property relationship for rational design and synthesis of Co3O4-based materials and promote the practical application."
Fast quantification and speciation of selenium in dietary supplements through handheld XRF and synchrotron radiation XAS,"The handheld X-ray fluorescence spectrometer (XRF) has the advantages of being easy to carry, simple in operation, non-destructive, and offers fast and relatively accurate detection, while synchrotron radiation X-ray absorption spectroscopy (XAS) has been used for the selenium (Se) speciation of Se-enriched yeast and Se hyperaccumulators. In this study, we propose the application of a handheld XRF in combination with XAS for the fast quantification and speciation of Se in commercially available dietary supplements. The results of total Se determined by handheld XRF were in good agreement with ICP-MS data, which was also consistent with the labeled value of Se dietary supplements. The XAS analysis of the tested samples showed that Se was mainly present in the form of organic Se. The proposed method is practical and simple for high throughput label verification and quality control of Se dietary supplements. It can, therefore, be a useful method not only for researchers but also for regulators and producers in the analysis of Se dietary supplements."
Routes of exposures and toxicity of nanoparticles,"Nanotechnology is a vast growing research niche and has found its application in diverse fields. The vast applications include the environment, chemical, biological, electronics, medicine, and sports. The miniature size and high surface area of nanoparticles (NPs) do cause increased toxicological effects on various organisms. To know the effects of NPs exposure, the current chapter presents the various routes of exposures and its toxicity on different model systems. Different NPs can pass through the host system via the skin, olfactory route, respiratory tract, and oral route. The entry of these NPs in the following routes may be either during their production, use, intentional, or unintentional. The entry of NPs in the following routes may lead to negative biological effects. The key points for discussion in this chapter include the routes of exposure of different NPs and their toxicology impact at that particular point of entry and the target organ."
